cod_apli_prod,descri_cod_apli_prod,num_cta,f_creacion,f_ultimo_pago,vlr_original,vlr_pagado,vlr_pendiente_pago,cod_trn,descri_cod_trn,porc_recuperado,dias_hasta_ultimo_pago,pago_total,sin_pago,pago_parcial
S,AHORRO,99009555023,20250320,20250524,1214.64,1214.64,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,65,1,0,0
S,AHORRO,51810338636,20250514,20250602,373.39,373.39,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,19,1,0,0
S,AHORRO,62346423533,20250506,20250604,4321.03,4321.03,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,29,1,0,0
S,AHORRO,40578835753,20241123,20250713,34826.3,34826.3,0.0,2295,COMPRA INTERNACIONAL,1.0,232,1,0,0
S,AHORRO,21345195911,20250527,20250721,2434.66,2434.66,0.0,86,COMISION SERVICIO BANCARIO B,1.0,55,1,0,0
S,AHORRO,92988745829,20241223,20250529,3899.75,3899.75,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,157,1,0,0
S,AHORRO,97676071075,20250210,20250424,1843.98,1843.98,0.0,87,CARGO FISCAL IVA COMISION B,1.0,73,1,0,0
S,AHORRO,85073692564,20250613,20250929,3436.39,3436.39,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,108,1,0,0
S,AHORRO,84788471432,20250701,20251001,2987.44,2987.44,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,92,1,0,0
S,AHORRO,54905071634,20250116,20251104,1637.12,1637.12,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,292,1,0,0
S,AHORRO,49171668630,20241118,20250417,1414.31,1414.31,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,150,1,0,0
S,AHORRO,14061701666,20250110,20250704,6985.49,0.0,6985.49,2106,COMISION TRANSFERENCIA EXTERNA B,0.0,175,0,1,0
S,AHORRO,42767062919,20250610,20250831,377.86,377.86,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,82,1,0,0
S,AHORRO,65298792396,20250429,20250831,2948.06,2948.06,0.0,137,COMISION RETIRO CANAL A,1.0,124,1,0,0
S,AHORRO,11333793952,20250625,20251009,483.03,483.03,0.0,1157,COMISION CONSULTA SALDO,1.0,106,1,0,0
S,AHORRO,82120052694,20241230,20250228,163.38,163.38,0.0,137,COMISION RETIRO CANAL A,1.0,60,1,0,0
S,AHORRO,26511437038,20250501,20250915,1370.34,1370.34,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,137,1,0,0
S,AHORRO,90783560133,20250807,20250911,8598.9,3772.42,4826.48,87,CARGO FISCAL IVA COMISION B,0.4387,35,0,0,1
S,AHORRO,99501202464,20241111,20250817,34896.6,14690.34,20206.26,2106,COMISION TRANSFERENCIA EXTERNA B,0.421,279,0,0,1
S,AHORRO,44380876682,20250720,20251006,6142.42,2585.76,3556.66,2106,COMISION TRANSFERENCIA EXTERNA B,0.421,78,0,0,1
S,AHORRO,84443321151,20241113,20250801,93.64,93.64,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,261,1,0,0
S,AHORRO,85352974856,20250624,20250711,1277.04,1277.04,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,17,1,0,0
S,AHORRO,16950252597,20250626,20250903,551.19,551.19,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,69,1,0,0
S,AHORRO,38571076870,20250716,20251030,260.18,109.53,150.65,834,CARGO FISCAL TRANSACCIONAL,0.421,106,0,0,1
S,AHORRO,92759986619,20241125,20250528,15446.02,15446.02,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,184,1,0,0
S,AHORRO,70828260847,20250428,20250720,3172.96,3172.96,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,83,1,0,0
S,AHORRO,35724244200,20241111,20250607,191.51,191.51,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,208,1,0,0
S,AHORRO,45058872234,20250528,20251030,346.05,346.05,0.0,788,TRANSFERENCIA CANAL FISICO,1.0,155,1,0,0
S,AHORRO,30719760344,20250129,20250422,31297.14,31297.14,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,83,1,0,0
S,AHORRO,25026503559,20250118,20250627,724.47,724.47,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,160,1,0,0
S,AHORRO,23809278607,20250616,20250722,2661.49,2661.49,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,36,1,0,0
S,AHORRO,97668253073,20250528,20250604,831.85,350.18,481.67,834,CARGO FISCAL TRANSACCIONAL,0.421,7,0,0,1
S,AHORRO,48150626436,20250627,20250726,1910.47,1910.47,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,29,1,0,0
S,AHORRO,15682950513,20250430,20251106,1805.17,0.0,1805.17,834,CARGO FISCAL TRANSACCIONAL,0.0,190,0,1,0
S,AHORRO,54242783600,20250413,20251021,783.57,783.57,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,191,1,0,0
S,AHORRO,35950903644,20250522,20251021,1471.49,1471.49,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,152,1,0,0
S,AHORRO,28668914281,20250709,20250919,7172.5,7172.5,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,72,1,0,0
S,AHORRO,63176523558,20250802,20251014,2217.32,933.42,1283.9,834,CARGO FISCAL TRANSACCIONAL,0.421,73,0,0,1
S,AHORRO,19884966007,20250622,20250804,6365.63,0.0,6365.63,1157,COMISION CONSULTA SALDO,0.0,43,0,1,0
S,AHORRO,54667192496,20241123,20250123,6056.62,2549.64,3506.98,788,TRANSFERENCIA CANAL FISICO,0.421,61,0,0,1
S,AHORRO,36111903715,20250119,20250621,6011.79,2530.77,3481.02,137,COMISION RETIRO CANAL A,0.421,153,0,0,1
S,AHORRO,53726630683,20250113,20250920,5197.17,5197.17,0.0,574,COMISION RETIRO INTERNACIONAL,1.0,250,1,0,0
S,AHORRO,95366753150,20250722,20250908,13316.26,13316.26,0.0,1157,COMISION CONSULTA SALDO,1.0,48,1,0,0
S,AHORRO,93385811806,20250609,20250618,4581.06,1928.48,2652.58,87,CARGO FISCAL IVA COMISION B,0.421,9,0,0,1
S,AHORRO,78409066180,20250131,20250824,813.57,813.57,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,205,1,0,0
S,AHORRO,80382339396,20250430,20251020,364.61,364.61,0.0,1705,TRANSFERENCIA BOTON DIGITAL,1.0,173,1,0,0
S,AHORRO,35011715267,20241122,20250601,4172.15,4172.15,0.0,137,COMISION RETIRO CANAL A,1.0,191,1,0,0
S,AHORRO,82412333755,20250603,20250821,152.81,152.81,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,79,1,0,0
S,AHORRO,61629564269,20241216,20250423,2661.63,1120.46,1541.17,834,CARGO FISCAL TRANSACCIONAL,0.421,128,0,0,1
S,AHORRO,86682309522,20250413,20250711,320.28,320.28,0.0,1705,TRANSFERENCIA BOTON DIGITAL,1.0,89,1,0,0
S,AHORRO,43400653202,20241220,20250606,15112.95,15112.95,0.0,86,COMISION SERVICIO BANCARIO B,1.0,168,1,0,0
S,AHORRO,51139249706,20250127,20250507,3359.52,3359.52,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,100,1,0,0
S,AHORRO,37106417638,20241217,20250420,3694.63,1555.32,2139.31,176,COMISION RETIRO CORRESPONSAL B,0.421,124,0,0,1
S,AHORRO,82947584327,20250413,20250515,2161.1,2161.1,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,32,1,0,0
S,AHORRO,60668093839,20241213,20250613,870.0,870.0,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,182,1,0,0
S,AHORRO,53364452224,20241130,20250321,54484.13,0.0,54484.13,834,CARGO FISCAL TRANSACCIONAL,0.0,111,0,1,0
S,AHORRO,32843913874,20250603,20251003,20683.25,20683.25,0.0,2048,COMISION TRANSFERENCIA EXTERNA A,1.0,122,1,0,0
S,AHORRO,98517471438,20250323,20250910,68707.66,68707.66,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,171,1,0,0
S,AHORRO,59568389609,20250513,20250705,22615.12,22615.12,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,53,1,0,0
S,AHORRO,97278137572,20250308,20250729,2249.36,2249.36,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,143,1,0,0
S,AHORRO,30290865022,20250106,20251030,3335.42,3335.42,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,297,1,0,0
S,AHORRO,91017604951,20250513,20250903,5140.93,5140.93,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,113,1,0,0
S,AHORRO,39052250494,20250725,20250926,28966.76,28966.76,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,63,1,0,0
S,AHORRO,39661033076,20250118,20250711,1737.75,1737.75,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,174,1,0,0
S,AHORRO,74182945575,20241124,20250923,422.3,422.3,0.0,1787,PAGO PUNTO EXTERNO,1.0,303,1,0,0
S,AHORRO,77808414969,20250629,20250707,412.68,412.68,0.0,1734,CARGO MORA OBLIGACION,1.0,8,1,0,0
S,AHORRO,97190182142,20241223,20250213,1260.15,0.0,1260.15,1157,COMISION CONSULTA SALDO,0.0,52,0,1,0
S,AHORRO,95976845147,20241213,20241219,1110.08,1110.08,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,6,1,0,0
S,AHORRO,93796695131,20250205,20250824,3187.8,3187.8,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,200,1,0,0
S,AHORRO,67367762459,20250114,20250508,366.86,366.86,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,114,1,0,0
S,AHORRO,45998971782,20250704,20250926,777.28,777.28,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,84,1,0,0
S,AHORRO,22624164094,20250427,20250616,6446.01,6446.01,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,50,1,0,0
S,AHORRO,44811228554,20250630,20251031,9239.57,9239.57,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,123,1,0,0
S,AHORRO,38365468984,20250531,20250709,1032.42,1032.42,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,39,1,0,0
S,AHORRO,65004135969,20241111,20250901,1731.91,1731.91,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,294,1,0,0
S,AHORRO,60212407022,20250125,20250912,8109.16,8109.16,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,230,1,0,0
S,AHORRO,19877333447,20241110,20250429,1191.88,0.0,1191.88,1517,COBRO SERVICIO TRANSPORTE,0.0,170,0,1,0
S,AHORRO,53220609322,20250326,20250929,792.38,333.57,458.81,2107,CARGO FISCAL IVA TRASLADO,0.421,187,0,0,1
S,AHORRO,85416830563,20250212,20250913,8003.64,8003.64,0.0,87,CARGO FISCAL IVA COMISION B,1.0,213,1,0,0
S,AHORRO,69204277348,20250301,20250305,1956.06,1956.06,0.0,1157,COMISION CONSULTA SALDO,1.0,4,1,0,0
S,AHORRO,15433220927,20250801,20250917,1113.78,1113.78,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,47,1,0,0
S,AHORRO,17609249256,20250406,20251005,354.32,354.32,0.0,75,OPERACION CAMBIO DIVISAS,1.0,182,1,0,0
S,AHORRO,25065785352,20250520,20250812,4826.64,4826.64,0.0,1878,PAGO PLATAFORMA ELECTRONICA,1.0,84,1,0,0
S,AHORRO,84267650406,20250618,20250930,919.9,0.0,919.9,627,TRANSFERENCIA BILLETERA A,0.0,104,0,1,0
S,AHORRO,99007958746,20250622,20250726,6899.54,6899.54,0.0,371,COMISION CANAL TELEFONICO,1.0,34,1,0,0
S,AHORRO,47041038338,20250309,20250426,144.86,60.98,83.88,2231,PAGO PROGRAMADO,0.421,48,0,0,1
S,AHORRO,98997524099,20250414,20250724,812.08,812.08,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,101,1,0,0
S,AHORRO,86916394339,20250408,20251003,9456.81,9456.81,0.0,2010,TRANSFERENCIA BANCA MOVIL,1.0,178,1,0,0
S,AHORRO,77206822050,20250302,20250924,398.74,398.74,0.0,1554,DEBITO OBLIGACION FINANCIERA,1.0,206,1,0,0
S,AHORRO,64395965979,20241125,20250411,8150.02,0.0,8150.02,365,PAGO CANAL QR,0.0,137,0,1,0
S,AHORRO,59788745499,20250210,20250319,1699.91,1699.91,0.0,137,COMISION RETIRO CANAL A,1.0,37,1,0,0
S,AHORRO,69498393998,20241212,20250628,1615.13,0.0,1615.13,176,COMISION RETIRO CORRESPONSAL B,0.0,198,0,1,0
S,AHORRO,27152228361,20241223,20241224,7741.72,7741.72,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,1,1,0,0
S,AHORRO,95008148277,20250701,20251029,761.99,761.99,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,120,1,0,0
S,AHORRO,40586882010,20250213,20250820,403.93,403.93,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,188,1,0,0
S,AHORRO,79658589551,20250325,20250809,166.45,0.0,166.45,834,CARGO FISCAL TRANSACCIONAL,0.0,137,0,1,0
S,AHORRO,35178431407,20250710,20251019,672.6,672.6,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,101,1,0,0
S,AHORRO,32268727222,20250704,20250925,13794.31,13794.31,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,83,1,0,0
S,AHORRO,15578685000,20250704,20250829,663.85,663.85,0.0,87,CARGO FISCAL IVA COMISION B,1.0,56,1,0,0
D,CORRIENTE,70988709976,20250731,20250918,75.66,75.66,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,49,1,0,0
S,AHORRO,42855496188,20250304,20250819,131.94,131.94,0.0,2287,RETIRO CANAL B,1.0,168,1,0,0
S,AHORRO,48660074769,20250603,20251012,991.92,991.92,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,131,1,0,0
S,AHORRO,99116282400,20250731,20251008,2437.35,2437.35,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,69,1,0,0
S,AHORRO,38375846892,20250606,20251010,1071.42,1071.42,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,126,1,0,0
S,AHORRO,59732949239,20250416,20250720,2681.13,2681.13,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,95,1,0,0
S,AHORRO,21254199574,20241218,20250228,661.8,661.8,0.0,627,TRANSFERENCIA BILLETERA A,1.0,72,1,0,0
S,AHORRO,19320471201,20241220,20250908,2644.0,2644.0,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,262,1,0,0
S,AHORRO,31582281894,20241116,20250927,668.81,668.81,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,315,1,0,0
S,AHORRO,88769994000,20250529,20250725,14332.69,14332.69,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,57,1,0,0
S,AHORRO,82810718353,20250131,20250905,531.13,531.13,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,217,1,0,0
S,AHORRO,61895435266,20241213,20250223,364.1,364.1,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,72,1,0,0
S,AHORRO,34104778164,20250223,20250520,14773.64,0.0,14773.64,2106,COMISION TRANSFERENCIA EXTERNA B,0.0,86,0,1,0
S,AHORRO,68917881289,20250802,20251013,14655.63,14655.63,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,72,1,0,0
S,AHORRO,10806676743,20250605,20250804,3048.94,3048.94,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,60,1,0,0
S,AHORRO,36659741028,20250130,20250821,836.53,836.53,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,203,1,0,0
S,AHORRO,75840438943,20250508,20251002,3176.29,1337.12,1839.17,416,COMISION RETIRO CANAL C,0.421,147,0,0,1
S,AHORRO,60560408704,20250430,20250724,228.0,228.0,0.0,1642,CXC DEPOSITO CANAL,1.0,85,1,0,0
S,AHORRO,42228797009,20250717,20250926,7001.91,0.0,7001.91,1833,CARGO FISCAL IVA B,0.0,71,0,1,0
S,AHORRO,82642926292,20250706,20250726,1143.8,1143.8,0.0,137,COMISION RETIRO CANAL A,1.0,20,1,0,0
S,AHORRO,51425659334,20250404,20250414,1292.96,1292.96,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,10,1,0,0
S,AHORRO,70425315358,20241214,20250117,416.62,175.38,241.24,1517,COBRO SERVICIO TRANSPORTE,0.421,34,0,0,1
S,AHORRO,33362344705,20241229,20251004,499.64,499.64,0.0,1859,COMISION CONSIGNACION CANAL B,1.0,279,1,0,0
S,AHORRO,15824883372,20250806,20250905,13304.27,13304.27,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,30,1,0,0
S,AHORRO,31939542173,20250213,20251003,6009.22,2529.69,3479.53,795,PAGO AUTOMATICO TARJETA B,0.421,232,0,0,1
S,AHORRO,70674865079,20250806,20251009,9486.29,9486.29,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,64,1,0,0
S,AHORRO,96749938933,20250618,20250802,13578.1,13578.1,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,45,1,0,0
S,AHORRO,59388143317,20250331,20250803,1974.35,831.14,1143.21,834,CARGO FISCAL TRANSACCIONAL,0.421,125,0,0,1
S,AHORRO,57461834716,20250717,20250830,18226.77,18226.77,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,44,1,0,0
S,AHORRO,41928589107,20250607,20251010,408.53,408.53,0.0,334,COMISION CONSULTA EXTERNO,1.0,125,1,0,0
S,AHORRO,62992096374,20250408,20250829,4684.31,4684.31,0.0,574,COMISION RETIRO INTERNACIONAL,1.0,143,1,0,0
S,AHORRO,27244034312,20250719,20251012,2172.08,914.38,1257.7,834,CARGO FISCAL TRANSACCIONAL,0.421,85,0,0,1
S,AHORRO,18948164912,20250213,20250405,105585.53,105585.53,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,51,1,0,0
S,AHORRO,45353496015,20241115,20250725,2814.71,2814.71,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,252,1,0,0
S,AHORRO,38796359200,20241112,20250924,58090.38,24454.18,33636.2,137,COMISION RETIRO CANAL A,0.421,316,0,0,1
S,AHORRO,29354515607,20250507,20250903,8940.64,8940.64,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,119,1,0,0
S,AHORRO,99735938118,20250726,20250812,525.65,525.65,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,17,1,0,0
S,AHORRO,39445684081,20250717,20251014,810.44,810.44,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,89,1,0,0
S,AHORRO,65649558682,20250305,20250614,8457.58,3560.37,4897.21,2107,CARGO FISCAL IVA TRASLADO,0.421,101,0,0,1
S,AHORRO,46707833749,20250505,20250704,1512.1,1512.1,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,60,1,0,0
S,AHORRO,15874406932,20241109,20250724,75.79,75.79,0.0,87,CARGO FISCAL IVA COMISION B,1.0,257,1,0,0
S,AHORRO,87536673350,20250622,20250702,14183.12,14183.12,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,10,1,0,0
S,AHORRO,44915877052,20241107,20250201,729.71,729.71,0.0,627,TRANSFERENCIA BILLETERA A,1.0,86,1,0,0
S,AHORRO,41642147834,20250224,20250419,1405.11,1405.11,0.0,1288,COMPRA ESTABLECIMIENTO A,1.0,54,1,0,0
S,AHORRO,11993485980,20250526,20250806,1762.49,1762.49,0.0,1642,CXC DEPOSITO CANAL,1.0,72,1,0,0
S,AHORRO,60029393499,20250721,20250727,1668.59,1668.59,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,6,1,0,0
S,AHORRO,96257693323,20250206,20250226,2166.72,2166.72,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,20,1,0,0
S,AHORRO,94824833944,20250627,20251005,36608.24,36608.24,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,100,1,0,0
S,AHORRO,28051623571,20250303,20250822,319.11,319.11,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,172,1,0,0
S,AHORRO,70670024741,20250217,20250829,972.34,972.34,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,193,1,0,0
S,AHORRO,82867074326,20241217,20250224,1229.04,0.0,1229.04,1517,COBRO SERVICIO TRANSPORTE,0.0,69,0,1,0
S,AHORRO,58355412696,20250808,20251002,6332.51,6332.51,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,55,1,0,0
S,AHORRO,71715808242,20250418,20250615,978.49,978.49,0.0,1705,TRANSFERENCIA BOTON DIGITAL,1.0,58,1,0,0
S,AHORRO,19010919714,20250612,20250921,2035.84,2035.84,0.0,2107,CARGO FISCAL IVA TRASLADO,1.0,101,1,0,0
S,AHORRO,37348865092,20250226,20250331,257.31,257.31,0.0,1157,COMISION CONSULTA SALDO,1.0,33,1,0,0
S,AHORRO,72275214602,20250506,20250512,2625.97,0.0,2625.97,834,CARGO FISCAL TRANSACCIONAL,0.0,6,0,1,0
S,AHORRO,52616572412,20250216,20251106,3072.08,3072.08,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,263,1,0,0
S,AHORRO,73589007280,20241107,20250826,9083.81,9083.81,0.0,333,CARGO FISCAL IVA A,1.0,292,1,0,0
S,AHORRO,50215918247,20250702,20251027,1563.5,1563.5,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,117,1,0,0
S,AHORRO,38289162324,20250225,20250418,718.06,718.06,0.0,87,CARGO FISCAL IVA COMISION B,1.0,52,1,0,0
S,AHORRO,69028408985,20250706,20250805,981.12,981.12,0.0,2274,CARGO FISCAL IVA CANAL VIRTUAL,1.0,30,1,0,0
S,AHORRO,26735455988,20250516,20250901,5785.36,5785.36,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,108,1,0,0
S,AHORRO,39709339420,20250505,20250911,59809.91,25178.04,34631.87,1157,COMISION CONSULTA SALDO,0.421,129,0,0,1
S,AHORRO,97077177717,20250707,20250906,282.78,282.78,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,61,1,0,0
S,AHORRO,60773906905,20250528,20250627,1904.9,1904.9,0.0,2285,APERTURA INVERSION VIRTUAL,1.0,30,1,0,0
S,AHORRO,93910877400,20250207,20250911,2101.92,2101.92,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,216,1,0,0
S,AHORRO,34689399752,20241213,20250207,8266.28,3479.84,4786.44,1517,COBRO SERVICIO TRANSPORTE,0.421,56,0,0,1
S,AHORRO,50770802235,20250212,20250226,6902.38,6902.38,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,14,1,0,0
S,AHORRO,29735243639,20250531,20250811,2329.74,2329.74,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,72,1,0,0
S,AHORRO,79015578681,20250709,20251014,2329.08,2329.08,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,97,1,0,0
S,AHORRO,34740006363,20250228,20250520,570.82,240.3,330.52,834,CARGO FISCAL TRANSACCIONAL,0.421,81,0,0,1
S,AHORRO,12970979980,20250609,20250621,8090.96,8090.96,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,12,1,0,0
S,AHORRO,73061070884,20250402,20251014,5384.3,5384.3,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,195,1,0,0
S,AHORRO,44408478571,20250122,20251106,615.45,615.45,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,288,1,0,0
D,CORRIENTE,29335940537,20250523,20251012,2459.7,2459.7,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,142,1,0,0
S,AHORRO,47096744736,20241218,20250919,1673.51,1673.51,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,275,1,0,0
S,AHORRO,50487240483,20250227,20250909,7097.85,7097.85,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,194,1,0,0
S,AHORRO,81071550366,20241210,20250525,2269.92,955.56,1314.36,834,CARGO FISCAL TRANSACCIONAL,0.421,166,0,0,1
S,AHORRO,62492643890,20250608,20250820,1940.84,1940.84,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,73,1,0,0
S,AHORRO,58165812458,20250217,20250425,1325.22,1325.22,0.0,2010,TRANSFERENCIA BANCA MOVIL,1.0,67,1,0,0
S,AHORRO,58475748687,20250205,20250819,6885.26,0.0,6885.26,1517,COBRO SERVICIO TRANSPORTE,0.0,195,0,1,0
D,CORRIENTE,21707989947,20250104,20251015,897.17,377.68,519.49,2010,TRANSFERENCIA BANCA MOVIL,0.421,284,0,0,1
S,AHORRO,72243604780,20241118,20250714,598.74,598.74,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,238,1,0,0
S,AHORRO,99651719126,20250313,20250827,1610.8,1610.8,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,167,1,0,0
S,AHORRO,65668137263,20250509,20251029,45169.54,45169.54,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,173,1,0,0
S,AHORRO,18042294667,20250526,20250721,792.04,792.04,0.0,1726,TRANSFERENCIA CANAL QR,1.0,56,1,0,0
S,AHORRO,33720100334,20250418,20251003,1499.99,1499.99,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,168,1,0,0
S,AHORRO,85955438449,20250515,20250925,2204.41,2204.41,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,133,1,0,0
S,AHORRO,22128974186,20241115,20250523,2641.36,2641.36,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,189,1,0,0
S,AHORRO,48227632139,20241117,20241227,1937.27,1937.27,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,40,1,0,0
S,AHORRO,38729259112,20250224,20250905,14061.52,14061.52,0.0,176,COMISION RETIRO CORRESPONSAL B,1.0,193,1,0,0
S,AHORRO,72981754643,20250524,20251002,518.02,518.02,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,131,1,0,0
S,AHORRO,12844959102,20250722,20251012,1629.44,1629.44,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,82,1,0,0
S,AHORRO,99702646715,20250117,20250412,2351.46,2351.46,0.0,70,TRANSFERENCIA BILLETERA DIGITAL,1.0,85,1,0,0
S,AHORRO,64365622587,20241202,20250401,872.69,872.69,0.0,1388,COMISION EXPEDICION DOCUMENTO,1.0,120,1,0,0
S,AHORRO,61448770425,20250311,20250410,19126.37,19126.37,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,30,1,0,0
D,CORRIENTE,16136237208,20250314,20250612,9953.81,9953.81,0.0,87,CARGO FISCAL IVA COMISION B,1.0,90,1,0,0
S,AHORRO,74171185135,20250520,20250704,12344.48,5196.63,7147.85,1517,COBRO SERVICIO TRANSPORTE,0.421,45,0,0,1
S,AHORRO,92728655113,20250522,20250604,632.9,632.9,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,13,1,0,0
S,AHORRO,21313151242,20250531,20250716,883.39,883.39,0.0,2106,COMISION TRANSFERENCIA EXTERNA B,1.0,46,1,0,0
S,AHORRO,80441215192,20250122,20250124,4802.99,4802.99,0.0,497,PAGO SERVICIO ELECTRONICO,1.0,2,1,0,0
S,AHORRO,41465578450,20250304,20250518,421.51,421.51,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,75,1,0,0
S,AHORRO,24847600239,20250313,20250919,4432.68,4432.68,0.0,1517,COBRO SERVICIO TRANSPORTE,1.0,190,1,0,0
S,AHORRO,16101240150,20250620,20250725,1441.54,1441.54,0.0,834,CARGO FISCAL TRANSACCIONAL,1.0,35,1,0,0
S,AHORRO,98022951861,20250215,20250808,743.26,312.89,430.37,834,CARGO FISCAL TRANSACCIONAL,0.421,174,0,0,1
